fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,quality,quality_category,so2_ratio,acid_alcohol_balance,sugar_acid_ratio
9.1,0.47,0.49,2.6,0.094,38.0,106.0,0.9982,3.08,0.59,9.1,5.0,1.0,0.35514018691588783,19.32059447983015,0.2856828919898913
7.5,0.55,0.24,2.0,0.078,10.0,28.0,0.9983,3.45,0.78,9.5,6.0,1.0,0.3448275862068966,17.241379310344826,0.26663111585121985
10.6,0.31,0.49,2.5,0.067,6.0,21.0,0.9987,3.26,0.86,10.7,6.0,1.0,0.2727272727272727,34.40514469453376,0.23582680879162346
12.349999999999998,0.35,0.49,2.6,0.079,27.0,69.0,0.9994,3.12,0.75,10.4,6.0,1.0,0.38571428571428573,29.629629629629633,0.21050927050441265
9.0,0.53,0.49,1.9,0.11999999999999998,6.0,25.0,0.9975,3.27,0.61,9.4,6.0,1.0,0.23076923076923078,17.702448210922785,0.21108765692700812
6.8,0.51,0.01,2.1,0.074,9.0,25.0,0.9958,3.33,0.56,9.5,6.0,1.0,0.34615384615384615,18.59099804305284,0.30877812086457873
9.4,0.43,0.24,2.8,0.092,14.0,45.0,0.998,3.19,0.73,10.0,6.0,1.0,0.30434782608695654,23.20185614849188,0.29784065524944153
9.5,0.46,0.24,2.7,0.092,14.0,44.0,0.998,3.12,0.74,10.0,6.0,1.0,0.3111111111111111,21.691973969631235,0.28418061256709826
5.0,1.0150000000000001,0.24,1.6,0.05,32.0,96.0,0.9934,3.6849999999999996,0.62,11.5,5.0,1.0,0.32989690721649484,11.318897637795276,0.3199360127974405
12.349999999999998,0.645,0.49,3.6500000000000004,0.095,10.0,23.0,1.0011875,2.925,0.74,11.1,5.0,1.0,0.4166666666666667,17.182662538699688,0.29552262974657934
12.349999999999998,0.645,0.49,3.6500000000000004,0.095,10.0,23.0,1.0011875,2.925,0.74,11.1,5.0,1.0,0.4166666666666667,17.182662538699688,0.29552262974657934
10.9,0.53,0.49,3.6500000000000004,0.118,10.0,17.0,1.0002,3.07,0.56,11.7,6.0,1.0,0.5555555555555556,22.033898305084744,0.3348316668195579
12.349999999999998,0.645,0.49,3.6500000000000004,0.095,10.0,23.0,1.0011875,2.925,0.74,11.1,5.0,1.0,0.4166666666666667,17.182662538699688,0.29552262974657934
10.9,0.53,0.49,3.6500000000000004,0.118,10.0,17.0,1.0002,3.07,0.56,11.7,6.0,1.0,0.5555555555555556,22.033898305084744,0.3348316668195579
12.349999999999998,0.47,0.49,3.6500000000000004,0.085,6.0,47.0,1.0011875,3.3,0.68,12.7,6.0,1.0,0.125,26.963906581740975,0.29552262974657934
12.349999999999998,0.6,0.49,2.8,0.075,5.0,19.0,0.9994,3.14,0.57,11.4,5.0,1.0,0.25,18.96838602329451,0.22670229131244438
9.0,0.44,0.49,2.4,0.078,26.0,121.0,0.9978,3.23,0.58,9.2,5.0,1.0,0.21311475409836064,20.861678004535147,0.2666370403288524
9.0,0.54,0.49,2.9,0.094,41.0,110.0,0.9982,3.08,0.61,9.2,5.0,1.0,0.36936936936936937,17.005545286506468,0.3221864237306966
7.6,0.29,0.49,2.7,0.092,25.0,60.0,0.9971,3.31,0.61,10.1,6.0,1.0,0.4098360655737705,34.70790378006873,0.35521641889225103
12.349999999999998,0.47,0.49,3.6500000000000004,0.085,6.0,47.0,1.0011875,3.3,0.68,12.7,6.0,1.0,0.125,26.963906581740975,0.29552262974657934
12.349999999999998,0.6,0.49,2.8,0.075,5.0,19.0,0.9994,3.14,0.57,11.4,5.0,1.0,0.25,18.96838602329451,0.22670229131244438
8.7,0.7,0.24,2.5,0.11999999999999998,5.0,15.0,0.9991,3.32,0.6,9.0,6.0,1.0,0.3125,12.83880171184023,0.28732329617285374
8.7,0.7,0.24,2.5,0.11999999999999998,5.0,15.0,0.9991,3.32,0.6,9.0,6.0,1.0,0.3125,12.83880171184023,0.28732329617285374
9.8,0.5,0.49,2.6,0.11999999999999998,5.0,20.0,0.999,3.31,0.79,10.7,6.0,1.0,0.23809523809523808,21.357285429141715,0.26527905315784106
6.2,0.36,0.24,2.2,0.095,19.0,42.0,0.9946,3.57,0.57,11.7,6.0,1.0,0.4418604651162791,32.40997229916898,0.35478148685695854
11.5,0.35,0.49,3.3,0.07,10.0,37.0,1.0003,3.32,0.91,11.0,6.0,1.0,0.2631578947368421,31.33903133903134,0.28693157116772455
6.2,0.36,0.24,2.2,0.095,19.0,42.0,0.9946,3.57,0.57,11.7,6.0,1.0,0.4418604651162791,32.40997229916898,0.35478148685695854
10.2,0.24,0.49,2.4,0.075,10.0,28.0,0.9978,3.14,0.61,10.4,5.0,1.0,0.3448275862068966,43.15352697095436,0.23527105185766103
10.5,0.59,0.49,2.1,0.07,14.0,47.0,0.9991,3.3,0.56,9.6,4.0,0.0,0.2916666666666667,16.243654822335024,0.1999809541948386
10.6,0.34,0.49,3.2,0.078,20.0,78.0,0.9992,3.19,0.7,10.0,6.0,1.0,0.25316455696202533,29.325513196480937,0.30185831525327805
12.3,0.27,0.49,3.1,0.079,28.0,46.0,0.9993,3.2,0.8,10.2,6.0,1.0,0.5957446808510638,37.638376383763834,0.25201203154215107
9.9,0.5,0.24,2.3,0.103,6.0,14.0,0.9978,3.34,0.52,10.0,4.0,0.0,0.4,19.960079840319363,0.23229976770023228
8.8,0.44,0.49,2.8,0.083,18.0,111.0,0.9982,3.3,0.6,9.5,5.0,1.0,0.16071428571428573,21.541950113378686,0.31814566526531074
8.8,0.47,0.49,2.9,0.085,17.0,110.0,0.9982,3.29,0.6,9.8,5.0,1.0,0.15315315315315314,20.806794055201703,0.32950801045335754
10.6,0.31,0.49,2.2,0.063,18.0,40.0,0.9976,3.14,0.51,9.8,6.0,1.0,0.43902439024390244,31.511254019292608,0.20752759173662866
12.3,0.5,0.49,2.2,0.089,5.0,14.0,1.0002,3.19,0.44,9.6,5.0,1.0,0.3333333333333333,19.161676646706585,0.17884724819120398
12.3,0.5,0.49,2.2,0.089,5.0,14.0,1.0002,3.19,0.44,9.6,5.0,1.0,0.3333333333333333,19.161676646706585,0.17884724819120398
11.7,0.49,0.49,2.2,0.083,5.0,15.0,1.0,3.19,0.43,9.2,5.0,1.0,0.3125,18.737270875763745,0.18801811810956331
12.0,0.28,0.49,1.9,0.074,10.0,21.0,0.9976,2.98,0.66,9.9,7.0,2.0,0.45454545454545453,35.231316725978644,0.1583201399883343
11.8,0.33,0.49,3.4,0.093,42.0,80.0,1.0002,3.3,0.76,10.7,7.0,2.0,0.5185185185185185,32.3262839879154,0.2881111770188967
7.6,0.51,0.24,2.4,0.091,8.0,38.0,0.998,3.47,0.66,9.6,6.0,1.0,0.20512820512820512,18.786692759295498,0.3157479279042231
11.1,0.31,0.49,2.7,0.094,16.0,47.0,0.9986,3.12,0.9999999999999999,10.6,7.0,2.0,0.3333333333333333,34.08360128617363,0.24322133141158458
7.3,0.73,0.24,1.9,0.108,18.0,102.0,0.9967,3.26,0.59,9.3,5.0,1.0,0.17475728155339806,12.722298221614228,0.2602383235173264
5.0,0.42,0.24,2.0,0.06,19.0,50.0,0.9922475000000001,3.6849999999999996,0.74,13.5,7.5,,0.37254901960784315,32.066508313539195,0.3999200159968006
10.2,0.29,0.49,2.6,0.059,5.0,13.0,0.9976,3.05,0.74,10.5,7.0,2.0,0.35714285714285715,36.08247422680412,0.25487697284579947
9.0,0.45,0.49,2.6,0.084,21.0,75.0,0.9987,3.35,0.57,9.7,5.0,1.0,0.27631578947368424,21.507760532150773,0.28885679368959005
6.6,0.39,0.49,1.7,0.07,23.0,122.0,0.9922475000000001,3.12,0.5,11.5,6.0,1.0,0.18699186991869918,29.41176470588235,0.2575367368580518
9.0,0.45,0.49,2.6,0.084,21.0,75.0,0.9987,3.35,0.57,9.7,5.0,1.0,0.27631578947368424,21.507760532150773,0.28885679368959005
9.9,0.49,0.58,3.5,0.094,9.0,43.0,1.0004,3.29,0.58,9.0,5.0,1.0,0.20454545454545456,18.329938900203665,0.3534996465003535
7.9,0.72,0.17,2.6,0.096,20.0,38.0,0.9978,3.4,0.53,9.5,5.0,1.0,0.5128205128205128,13.17614424410541,0.3290722693329958
8.9,0.595,0.41,3.6500000000000004,0.086,30.0,109.0,0.9998,3.27,0.57,9.3,5.0,1.0,0.2727272727272727,15.604026845637586,0.41006628468711387
12.349999999999998,0.4,0.51,2.0,0.059,6.0,24.0,0.9994,3.04,0.6,9.3,6.0,1.0,0.24,23.19201995012469,0.1619302080803174
11.9,0.58,0.58,1.9,0.071,5.0,18.0,0.998,3.09,0.63,10.0,6.0,1.0,0.2631578947368421,17.211703958691913,0.1596504495420553
8.5,0.585,0.18,2.1,0.078,5.0,30.0,0.9967,3.2,0.48,9.8,6.0,1.0,0.16129032258064516,16.72354948805461,0.24702976120456419
12.349999999999998,0.59,0.45,2.3,0.082,11.0,22.0,1.0,3.0,0.7,9.3,6.0,1.0,0.4782608695652174,15.736040609137058,0.18621973929236502
8.2,0.915,0.27,2.1,0.088,7.0,23.0,0.9962,3.26,0.47,10.0,4.0,0.0,0.2916666666666667,10.91703056768559,0.2560663333739788
12.349999999999998,0.46,0.52,2.2,0.071,12.0,35.0,1.0006,3.1,0.56,9.0,6.0,1.0,0.3333333333333333,19.52277657266811,0.17812322888834917
7.7,0.835,0.0,2.6,0.081,6.0,14.0,0.9975,3.3,0.52,9.3,5.0,1.0,0.4,11.1244019138756,0.33761849110505127
12.349999999999998,0.46,0.52,2.2,0.071,12.0,35.0,1.0006,3.1,0.56,9.0,6.0,1.0,0.3333333333333333,19.52277657266811,0.17812322888834917
8.3,0.58,0.13,2.9,0.096,14.0,63.0,0.9984,3.17,0.62,9.1,6.0,1.0,0.21875,15.66265060240964,0.3493554993374292
8.3,0.6,0.13,2.6,0.085,6.0,24.0,0.9984,3.31,0.59,9.2,6.0,1.0,0.24,15.30782029950083,0.31321527526804
9.4,0.41,0.48,3.6500000000000004,0.072,10.0,20.0,0.9973,3.34,0.79,12.2,7.0,2.0,0.47619047619047616,29.683698296836983,0.38825656845016493
8.8,0.48,0.41,3.3,0.092,26.0,52.0,0.9982,3.31,0.53,10.5,6.0,1.0,0.49056603773584906,21.82952182952183,0.3749573912055448
10.1,0.65,0.37,3.6500000000000004,0.11,11.0,65.0,1.0011875,3.32,0.64,10.4,6.0,1.0,0.16666666666666666,15.97542242703533,0.3613503613503614
6.3,0.36,0.19,3.2,0.075,15.0,39.0,0.9956,3.56,0.52,12.7,6.0,1.0,0.375,35.18005540166205,0.5078558958895414
8.8,0.24,0.54,2.5,0.083,25.0,57.0,0.9983,3.39,0.54,9.2,5.0,1.0,0.43103448275862066,38.17427385892116,0.2840586297011703
12.349999999999998,0.38,0.55,2.7,0.081,5.0,16.0,1.0006,2.98,0.54,9.4,5.0,1.0,0.29411764705882354,24.671916010498688,0.21860578090842853
7.5,0.64,0.0,2.4,0.077,18.0,29.0,0.9965,3.32,0.6,10.0,6.0,1.0,0.6,15.600624024960998,0.3199573390214638
8.2,0.39,0.38,1.5,0.058,10.0,29.0,0.9962,3.26,0.74,9.8,5.0,1.0,0.3333333333333333,25.06393861892583,0.1829045238385563
9.2,0.755,0.18,2.2,0.11999999999999998,10.0,103.0,0.9969,2.925,0.9999999999999999,10.2,6.0,1.0,0.09615384615384616,13.49206349206349,0.23910444516900342
9.6,0.6,0.5,2.3,0.079,28.0,71.0,0.9997,3.5,0.57,9.7,5.0,1.0,0.3888888888888889,16.139767054908486,0.2395583793354859
9.6,0.6,0.5,2.3,0.079,28.0,71.0,0.9997,3.5,0.57,9.7,5.0,1.0,0.3888888888888889,16.139767054908486,0.2395583793354859
11.5,0.31,0.51,2.2,0.079,14.0,28.0,0.9982,3.03,0.93,9.8,6.0,1.0,0.4827586206896552,31.511254019292608,0.1912877141118164
11.4,0.46,0.5,2.7,0.11999999999999998,4.0,17.0,1.0006,3.13,0.7,10.2,5.0,1.0,0.2222222222222222,22.12581344902386,0.23682133146215245
11.3,0.37,0.41,2.3,0.088,6.0,16.0,0.9988,3.09,0.8,9.3,5.0,1.0,0.35294117647058826,25.067385444743937,0.20352181222900625
8.3,0.54,0.24,3.4,0.076,16.0,112.0,0.9976,3.27,0.61,9.4,5.0,1.0,0.1415929203539823,17.375231053604434,0.4095892061197446
8.2,0.56,0.23,3.4,0.078,14.0,104.0,0.9976,3.28,0.62,9.4,5.0,1.0,0.13333333333333333,16.75579322638146,0.41458358736739426
10.0,0.58,0.22,1.9,0.08,9.0,32.0,0.9974,3.13,0.55,9.5,5.0,1.0,0.2727272727272727,16.351118760757316,0.18998100189981001
7.9,0.51,0.25,2.9,0.077,21.0,45.0,0.9974,3.49,0.96,12.1,6.0,1.0,0.45652173913043476,23.679060665362034,0.3670421465637261
6.8,0.69,0.0,3.6500000000000004,0.11999999999999998,21.0,58.0,0.9997,3.46,0.72,10.2,5.0,1.0,0.3559322033898305,14.76121562952243,0.5366857815027203
6.8,0.69,0.0,3.6500000000000004,0.11999999999999998,21.0,58.0,0.9997,3.46,0.72,10.2,5.0,1.0,0.3559322033898305,14.76121562952243,0.5366857815027203
8.8,0.6,0.29,2.2,0.098,5.0,15.0,0.9988,3.36,0.49,9.1,5.0,1.0,0.3125,15.141430948419302,0.2499715941370299
8.8,0.6,0.29,2.2,0.098,5.0,15.0,0.9988,3.36,0.49,9.1,5.0,1.0,0.3125,15.141430948419302,0.2499715941370299
8.7,0.54,0.26,2.5,0.097,7.0,31.0,0.9976,3.27,0.6,9.3,6.0,1.0,0.21875,17.190388170055453,0.28732329617285374
7.6,0.685,0.23,2.3,0.111,20.0,84.0,0.9964,3.21,0.61,9.3,5.0,1.0,0.23529411764705882,13.556851311953352,0.30259176424154716
8.7,0.54,0.26,2.5,0.097,7.0,31.0,0.9976,3.27,0.6,9.3,6.0,1.0,0.21875,17.190388170055453,0.28732329617285374
10.4,0.28,0.54,2.7,0.105,5.0,19.0,0.9988,3.25,0.63,9.5,5.0,1.0,0.25,33.80782918149466,0.25959042399769255
7.6,0.41,0.14,3.0,0.087,21.0,43.0,0.9964,3.32,0.57,10.5,6.0,1.0,0.4772727272727273,25.547445255474454,0.39468490988027893
10.1,0.935,0.22,3.4,0.105,11.0,86.0,1.001,3.43,0.64,11.3,4.0,0.0,0.12643678160919541,12.072649572649572,0.3366003366003366
7.9,0.35,0.21,1.9,0.073,42.0,102.0,0.9964,3.27,0.58,9.5,5.0,1.0,0.4077669902912621,27.065527065527068,0.24047588912795845
8.7,0.84,0.0,1.4,0.065,24.0,33.0,0.9954,3.27,0.55,9.7,5.0,1.0,0.7058823529411765,11.533888228299643,0.16090104585679807
9.6,0.88,0.28,2.4,0.086,30.0,122.0,0.9979,3.24,0.53,9.4,5.0,1.0,0.24390243902439024,10.669693530079455,0.24997396104572442
9.5,0.885,0.27,2.3,0.084,31.0,122.0,0.9978,3.24,0.53,9.4,5.0,1.0,0.25203252032520324,10.609480812641085,0.24207978107567624
7.7,0.915,0.12,2.2,0.11999999999999998,7.0,23.0,0.9964,3.35,0.65,10.2,7.0,2.0,0.2916666666666667,11.1353711790393,0.28567718478119725
8.9,0.29,0.35,1.9,0.067,25.0,57.0,0.997,3.18,0.9999999999999999,10.3,6.0,1.0,0.43103448275862066,35.39518900343643,0.21345916189192224
9.9,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,5.0,1.0,0.3902439024390244,17.375231053604434,0.23229976770023228
9.5,0.59,0.44,2.3,0.071,21.0,68.0,0.9992,3.46,0.63,9.5,5.0,1.0,0.30434782608695654,16.07445008460237,0.24207978107567624
9.9,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,5.0,1.0,0.3902439024390244,17.375231053604434,0.23229976770023228
9.5,0.59,0.44,2.3,0.071,21.0,68.0,0.9992,3.46,0.63,9.5,5.0,1.0,0.30434782608695654,16.07445008460237,0.24207978107567624
9.9,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,5.0,1.0,0.3902439024390244,17.375231053604434,0.23229976770023228
7.8,0.64,0.1,3.6500000000000004,0.115,5.0,11.0,0.9984,3.37,0.69,10.1,7.0,2.0,0.4166666666666667,15.756630265210607,0.46788873221381877
7.3,0.67,0.05,3.6,0.107,6.0,20.0,0.9972,3.4,0.63,10.1,5.0,1.0,0.2857142857142857,15.052160953800296,0.49308313929598685
8.3,0.845,0.01,2.2,0.07,5.0,14.0,0.9967,3.32,0.58,11.0,4.0,0.0,0.3333333333333333,13.002364066193854,0.2650283098421877
8.7,0.48,0.3,2.8,0.066,10.0,28.0,0.9964,3.33,0.67,11.2,7.0,2.0,0.3448275862068966,23.284823284823283,0.32180209171359614
6.7,0.42,0.27,3.6500000000000004,0.068,24.0,122.0,0.9948,3.16,0.57,11.3,6.0,1.0,0.1951219512195122,26.840855106888363,0.5446948216684077
10.7,0.43,0.39,2.2,0.106,8.0,32.0,0.9986,2.925,0.5,9.6,5.0,1.0,0.24242424242424243,22.273781902552205,0.20558826277917955
9.8,0.88,0.25,2.5,0.104,35.0,122.0,1.001,3.41,0.67,11.2,5.0,1.0,0.2845528455284553,12.712826333711691,0.2550760126517702
12.349999999999998,0.36,0.65,3.6500000000000004,0.096,22.0,71.0,0.9976,2.98,0.84,13.5,5.0,1.0,0.3055555555555556,37.39612188365651,0.29552262974657934
9.4,0.33,0.59,2.8,0.079,9.0,30.0,0.9976,3.12,0.54,12.0,6.0,1.0,0.2903225806451613,36.25377643504532,0.29784065524944153
8.6,0.47,0.47,2.4,0.074,7.0,29.0,0.9979,3.08,0.46,9.5,5.0,1.0,0.23333333333333334,20.169851380042463,0.2790373212417161
9.7,0.55,0.17,2.9,0.087,20.0,53.0,1.0004,3.14,0.61,9.4,5.0,1.0,0.37037037037037035,17.059891107078037,0.29893825378826927
10.7,0.43,0.39,2.2,0.106,8.0,32.0,0.9986,2.925,0.5,9.6,5.0,1.0,0.24242424242424243,22.273781902552205,0.20558826277917955
12.0,0.5,0.59,1.4,0.073,23.0,42.0,0.998,2.925,0.68,10.5,7.0,2.0,0.5348837209302325,20.95808383233533,0.11665694525456212
7.2,0.52,0.07,1.4,0.074,5.0,20.0,0.9973,3.32,0.81,9.6,6.0,1.0,0.23809523809523808,18.426103646833013,0.19441744202194136
7.1,0.84,0.02,3.6500000000000004,0.096,5.0,13.0,0.997,3.41,0.57,11.0,4.0,0.0,0.35714285714285715,13.079667063020214,0.5140121109702859
7.2,0.52,0.07,1.4,0.074,5.0,20.0,0.9973,3.32,0.81,9.6,6.0,1.0,0.23809523809523808,18.426103646833013,0.19441744202194136
7.5,0.42,0.31,1.6,0.08,15.0,42.0,0.9978,3.31,0.64,9.0,5.0,1.0,0.3488372093023256,21.37767220902613,0.21330489268097588
7.2,0.57,0.06,1.6,0.076,9.0,27.0,0.9972,3.36,0.7,9.6,6.0,1.0,0.32142857142857145,16.81260945709282,0.22219136231079017
10.1,0.28,0.46,1.8,0.05,5.0,13.0,0.9974,3.04,0.79,10.2,6.0,1.0,0.35714285714285715,36.29893238434163,0.17820017820017822
12.1,0.4,0.52,2.0,0.092,15.0,54.0,1.0,3.03,0.66,10.2,5.0,1.0,0.2727272727272727,25.436408977556106,0.1652755970580944
9.4,0.59,0.14,2.0,0.084,25.0,48.0,0.9981,3.14,0.56,9.7,5.0,1.0,0.5102040816326531,16.41285956006768,0.21274332517817254
8.3,0.49,0.36,1.8,0.11999999999999998,6.0,16.0,0.998,3.18,0.6,9.5,6.0,1.0,0.35294117647058826,19.34826883910387,0.21684134441633537
11.3,0.34,0.45,2.0,0.082,6.0,15.0,0.9988,2.94,0.66,9.2,6.0,1.0,0.375,26.97947214076246,0.17697548889478806
10.0,0.73,0.43,2.3,0.059,15.0,31.0,0.9966,3.15,0.57,11.0,5.0,1.0,0.46875,15.047879616963066,0.22997700229977003
11.3,0.34,0.45,2.0,0.082,6.0,15.0,0.9988,2.94,0.66,9.2,6.0,1.0,0.375,26.97947214076246,0.17697548889478806
6.9,0.4,0.24,2.5,0.083,30.0,45.0,0.9959,3.26,0.58,10.0,5.0,1.0,0.6521739130434783,24.937655860349125,0.36226633821185333
8.2,0.73,0.21,1.7,0.074,5.0,13.0,0.9968,3.2,0.52,9.5,5.0,1.0,0.35714285714285715,12.995896032831737,0.20729179368369713
9.8,1.0150000000000001,0.34,2.0,0.079,32.0,122.0,0.998,3.15,0.53,9.5,5.0,1.0,0.2601626016260163,9.350393700787402,0.2040608101214162
8.2,0.73,0.21,1.7,0.074,5.0,13.0,0.9968,3.2,0.52,9.5,5.0,1.0,0.35714285714285715,12.995896032831737,0.20729179368369713
10.8,0.4,0.41,2.2,0.084,7.0,17.0,0.9984,3.08,0.67,9.3,6.0,1.0,0.3888888888888889,23.19201995012469,0.20368484399592632
9.3,0.41,0.39,2.2,0.064,12.0,31.0,0.9984,3.26,0.65,10.2,5.0,1.0,0.375,24.817518248175183,0.23653370605311258
10.8,0.4,0.41,2.2,0.084,7.0,17.0,0.9984,3.08,0.67,9.3,6.0,1.0,0.3888888888888889,23.19201995012469,0.20368484399592632
8.6,0.8,0.11,2.3,0.084,12.0,31.0,0.9979,3.4,0.48,9.9,5.0,1.0,0.375,12.359550561797752,0.26741076618997794
8.3,0.78,0.1,2.6,0.081,42.0,87.0,0.9983,3.48,0.53,10.0,5.0,1.0,0.4772727272727273,12.804097311139564,0.31321527526804
10.8,0.26,0.45,3.3,0.06,20.0,49.0,0.9972,3.13,0.54,9.6,5.0,1.0,0.4,36.7816091954023,0.3055272659938894
12.349999999999998,0.43,0.58,1.9,0.07,15.0,40.0,1.0004,3.06,0.49,9.0,5.0,1.0,0.36585365853658536,20.88167053364269,0.15383369767630153
8.0,0.45,0.23,2.2,0.094,16.0,29.0,0.9962,3.21,0.49,10.2,6.0,1.0,0.5333333333333333,22.616407982261638,0.274965629296338
8.5,0.46,0.31,2.25,0.078,32.0,58.0,0.998,3.33,0.54,9.8,5.0,1.0,0.5423728813559322,21.25813449023861,0.26467474414774733
8.1,0.78,0.23,2.6,0.059,5.0,15.0,0.997,3.37,0.56,11.3,5.0,1.0,0.3125,14.468629961587709,0.32094803110727077
9.8,0.98,0.32,2.3,0.078,35.0,122.0,0.998,3.25,0.48,9.4,5.0,1.0,0.2845528455284553,9.582059123343528,0.2346699316396286
8.1,0.78,0.23,2.6,0.059,5.0,15.0,0.997,3.37,0.56,11.3,5.0,1.0,0.3125,14.468629961587709,0.32094803110727077
7.1,0.65,0.18,1.8,0.07,13.0,40.0,0.997,3.44,0.6,9.1,5.0,1.0,0.3170731707317073,13.978494623655912,0.2534854245880862
9.1,0.64,0.23,3.1,0.095,13.0,38.0,0.9998,3.28,0.59,9.7,5.0,1.0,0.3333333333333333,15.132605304212166,0.34062190968025496
7.7,0.66,0.04,1.6,0.04000000000000002,4.0,9.0,0.9962,3.4,0.47,9.4,5.0,1.0,0.4,14.22087745839637,0.2077652252954162
8.1,0.38,0.48,1.8,0.11999999999999998,5.0,17.0,0.9976,3.3,0.9999999999999999,9.4,5.0,1.0,0.2777777777777778,24.671916010498688,0.22219479076657206
7.4,1.0150000000000001,0.0,3.6500000000000004,0.097,5.0,14.0,0.9966,3.63,0.54,10.7,3.5,,0.3333333333333333,10.531496062992126,0.49317659775705985
9.2,0.92,0.24,2.6,0.087,12.0,93.0,0.9998,3.48,0.54,9.8,5.0,1.0,0.1276595744680851,10.640608034744844,0.28257798065427675
8.6,0.49,0.51,2.0,0.11999999999999998,16.0,62.0,0.9979,3.03,0.9999999999999999,9.0,5.0,1.0,0.25396825396825395,18.329938900203665,0.23253110103476343
9.0,0.48,0.32,2.8,0.084,21.0,122.0,0.9984,3.32,0.62,9.4,5.0,1.0,0.17073170731707318,19.542619542619544,0.3110765470503277
9.0,0.47,0.31,2.7,0.084,24.0,122.0,0.9984,3.31,0.61,9.4,5.0,1.0,0.1951219512195122,19.957537154989385,0.29996667036995894
5.1,0.47,0.02,1.3,0.04000000000000002,18.0,44.0,0.9922475000000001,3.6849999999999996,0.62,12.8,6.0,1.0,0.4,27.17622080679406,0.25485198980592044
7.0,0.65,0.02,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,9.5,6.0,1.0,0.3076923076923077,14.592933947772657,0.29995714897871734
7.0,0.65,0.02,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,9.5,6.0,1.0,0.3076923076923077,14.592933947772657,0.29995714897871734
9.4,0.615,0.28,3.2,0.087,18.0,72.0,1.0001,3.31,0.53,9.7,5.0,1.0,0.2465753424657534,15.746753246753245,0.34038932028507607
11.8,0.38,0.55,2.1,0.071,5.0,19.0,0.9986,3.11,0.62,10.8,6.0,1.0,0.25,28.34645669291339,0.1779510210999068
10.6,1.0150000000000001,0.43,2.9,0.076,26.0,88.0,0.9984,3.08,0.57,10.1,6.0,1.0,0.29213483146067415,9.940944881889763,0.27355909819828317
7.0,0.65,0.02,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,9.5,6.0,1.0,0.3076923076923077,14.592933947772657,0.29995714897871734
7.0,0.64,0.02,2.1,0.067,9.0,23.0,0.997,3.47,0.67,9.4,6.0,1.0,0.375,14.664586583463338,0.29995714897871734
7.5,0.38,0.48,2.6,0.073,22.0,84.0,0.9972,3.32,0.7,9.6,4.0,0.0,0.25882352941176473,25.196850393700785,0.3466204506065858
9.1,0.765,0.04,1.6,0.078,4.0,14.0,0.998,3.29,0.54,9.7,4.0,0.0,0.26666666666666666,12.663185378590077,0.17580485660916387
8.4,1.0150000000000001,0.15,3.6500000000000004,0.073,11.0,54.0,0.999,3.37,0.49,9.9,5.0,1.0,0.2,9.744094488188976,0.4344720866563505
7.0,0.78,0.08,2.0,0.093,10.0,19.0,0.9956,3.4,0.47,10.0,5.0,1.0,0.5,12.804097311139564,0.285673475217826
7.4,0.49,0.19,3.0,0.077,16.0,37.0,0.9966,3.37,0.51,10.5,5.0,1.0,0.42105263157894735,21.384928716904277,0.4053506282934738
7.8,0.545,0.12,2.5,0.068,11.0,35.0,0.996,3.34,0.61,11.6,6.0,1.0,0.3055555555555556,21.245421245421245,0.3204717343930265
9.7,0.31,0.47,1.6,0.062,13.0,33.0,0.9983,3.27,0.66,10.0,6.0,1.0,0.38235294117647056,32.154340836012864,0.16493145036594167
10.6,1.0150000000000001,0.43,2.8,0.08,21.0,84.0,0.9985,3.06,0.57,10.1,5.0,1.0,0.24705882352941178,9.940944881889763,0.26412602584661826
8.9,0.565,0.34,3.0,0.093,16.0,112.0,0.9998,3.38,0.61,9.5,5.0,1.0,0.1415929203539823,16.78445229681979,0.3370407819346141
8.7,0.69,0.0,3.2,0.084,13.0,33.0,0.9992,3.36,0.45,9.4,5.0,1.0,0.38235294117647056,13.603473227206948,0.3677738191012528
8.0,0.43,0.36,2.3,0.075,10.0,48.0,0.9976,3.34,0.46,9.4,5.0,1.0,0.20408163265306123,21.809744779582367,0.287464066991626
9.9,0.74,0.28,2.6,0.078,21.0,77.0,0.998,3.28,0.51,9.8,5.0,1.0,0.2692307692307692,13.225371120107964,0.2625997374002626
7.2,0.49,0.18,2.7,0.069,13.0,34.0,0.9967,3.29,0.48,9.2,6.0,1.0,0.37142857142857144,18.737270875763745,0.3749479238994584
8.0,0.43,0.36,2.3,0.075,10.0,48.0,0.9976,3.34,0.46,9.4,5.0,1.0,0.20408163265306123,21.809744779582367,0.287464066991626
7.6,0.46,0.11,2.6,0.079,12.0,49.0,0.9968,3.21,0.57,10.0,5.0,1.0,0.24,21.691973969631235,0.34206025522957506
8.4,0.56,0.04,2.0,0.082,10.0,22.0,0.9976,3.22,0.44,9.6,5.0,1.0,0.43478260869565216,17.11229946524064,0.23806689679800025
